tid,gamma,trueage,freqonly
189,13.594,-15.58693,-15.50357
190,11.659,-13.15053,-12.59873
191,10,-11.33212,-10.8924
192,8.577,-9.44799,-9.45316
193,7.356,-9.24904,-9.07446
194,6.31,-7.04861,-6.1864
195,5.412,-5.91715,-4.17813
196,4.642,-5.35526,-3.69043
197,3.981,-5.31889,-3.39919
198,3.415,-4.51953,-1.87617
199,2.929,-3.94314,-0.81052
200,2.512,-3.41928,-0.28287
201,2.154,-3.04163,0.59873
202,1.848,-3.10895,0.28172
203,1.585,-2.69463,1.0315
204,1.359,-2.35314,1.55269
205,1.166,-0.70104,4.7161
206,1,-1.0918,3.99282
207,0.457,-0.25163,5.46499
208,0.152,0.62854,7.04493
209,0.023,-0.04462,5.78882
210,0,5.59733,7.63944
211,100,-115.6813,-104.27795
212,85.77,-92.52289,-85.84729
213,73.564,-79.41963,-76.39808
214,63.096,-63.71966,-60.31076
215,54.117,-54.53985,-56.12685
216,46.416,-48.60976,-48.36585
217,39.811,-39.38689,-40.51962
218,34.145,-36.74514,-38.60899
219,29.286,-30.83602,-32.79785
220,25.119,-26.33114,-27.27686
221,21.544,-21.67678,-22.72907
222,18.478,-18.95038,-19.62677
223,15.849,-17.51031,-17.64158
224,13.594,-14.71504,-15.3677
225,11.659,-12.96258,-13.27854
226,10,-11.1969,-11.00624
227,8.577,-9.95508,-9.36956
228,7.356,-7.89557,-7.08467
229,6.31,-8.06977,-7.07385
230,5.412,-6.02206,-4.47294
231,4.642,-5.40185,-3.51307
232,3.981,-5.06099,-3.03141
233,3.415,-3.88202,-1.08504
234,2.929,-3.95925,-1.26498
235,2.512,-3.29622,-0.11251
236,2.154,-3.77115,-1.09194
237,1.848,-2.66723,1.35232
238,1.585,-2.13624,2.23827
239,1.359,-1.92532,2.61741
240,1.166,-1.78216,2.73452
241,1,-0.74978,4.79051
242,0.457,-0.95395,4.41851
243,0.152,-0.06861,5.70951
244,0.023,1.37318,7.57173
245,0,-0.65577,5.18587
246,100,-118.67075,-104.53924
247,85.77,-95.50426,-89.49307
248,73.564,-78.77689,-77.30119
249,63.096,-65.03114,-64.12799
250,54.117,-57.98472,-58.19941
251,46.416,-50.08532,-48.79377
252,39.811,-40.73079,-42.76347
253,34.145,-34.97575,-35.61428
254,29.286,-29.80541,-30.70164
255,25.119,-25.28478,-26.3119
256,21.544,-23.19878,-23.95209
257,18.478,-19.81395,-19.58254
258,15.849,-17.4821,-17.80222
259,13.594,-15.49307,-15.43732
260,11.659,-13.7008,-13.33412
261,10,-11.94629,-11.61541
262,8.577,-9.97559,-9.18147
263,7.356,-8.43838,-7.67081
264,6.31,-7.60223,-6.28167
265,5.412,-7.01198,-5.77456
266,4.642,-5.37443,-3.51908
267,3.981,-5.27149,-3.52345
268,3.415,-4.01868,-0.98171
269,2.929,-3.52845,-0.42396
270,2.512,-3.0146,0.54492
271,2.154,-2.84404,0.74962
272,1.848,-2.64932,1.19656
273,1.585,-2.44809,1.54783
274,1.359,-1.96283,2.45031
275,1.166,-2.00918,2.20624
276,1,-1.48775,3.23397
277,0.457,0.34813,6.41977
278,0.152,0.62174,6.93279
279,0.023,0.26641,6.00412
280,0,0.93672,6.80109
281,100,-112.9208,-106.40136
282,85.77,-96.09242,-88.83079
283,73.564,-78.26993,-72.98903
284,63.096,-66.14763,-64.75531
285,54.117,-58.92505,-59.31565
286,46.416,-46.73401,-47.68646
287,39.811,-40.94068,-44.20907
288,34.145,-37.39673,-37.27516
289,29.286,-31.31316,-32.18327
290,25.119,-26.04709,-26.19401
291,21.544,-23.1801,-23.71462
292,18.478,-20.52447,-20.41116
293,15.849,-18.89463,-18.81292
294,13.594,-15.49341,-14.7673
295,11.659,-12.96037,-12.82197
296,10,-11.79965,-11.62682
297,8.577,-10.05031,-9.80592
298,7.356,-8.98162,-8.35435
299,6.31,-7.45268,-6.3722
300,5.412,-6.00463,-4.39791
301,4.642,-5.75872,-3.84404
302,3.981,-4.72809,-2.56794
303,3.415,-4.61477,-2.47179
304,2.929,-4.02871,-1.14683
305,2.512,-2.75414,0.99861
306,2.154,-1.96933,2.5295
307,1.848,-2.14881,1.94982
308,1.585,-2.39225,1.66461
309,1.359,-1.82624,2.68445
310,1.166,-1.06337,3.95894
311,1,-1.57593,3.04956
312,0.457,0.67336,6.47093
313,0.152,-0.44654,5.07853
314,0.023,-0.02712,5.8657
315,0,-0.14227,5.95753
316,100,-108.30109,-99.68431
317,85.77,-93.25581,-87.35838
318,73.564,-79.42572,-76.67356
319,63.096,-67.92318,-68.75507
320,54.117,-58.94126,-57.54235
321,46.416,-47.54772,-49.17507
322,39.811,-40.41523,-41.37976
323,34.145,-34.08994,-35.5852
324,29.286,-29.30223,-29.90163
325,25.119,-26.39082,-27.96288
326,21.544,-22.95796,-23.35774
327,18.478,-18.82579,-18.80176
328,15.849,-16.99701,-17.32267
329,13.594,-14.55987,-14.50957
330,11.659,-13.19875,-12.7015
331,10,-11.33267,-10.7537
332,8.577,-9.5924,-8.80208
333,7.356,-8.79738,-7.87298
334,6.31,-7.98177,-7.21517
335,5.412,-6.46353,-4.99855
336,4.642,-5.88486,-3.93931
337,3.981,-4.63177,-2.38399
338,3.415,-4.12377,-1.65817
339,2.929,-3.46811,-0.41294
340,2.512,-2.79469,0.76747
341,2.154,-2.36136,1.5953
342,1.848,-2.57444,1.19749
343,1.585,-2.5759,1.20276
344,1.359,-1.86356,2.54003
345,1.166,-1.27578,3.78122
346,1,-1.81332,2.68484
347,0.457,0.22274,6.10609
348,0.152,0.56145,6.90743
349,0.023,0.23708,6.10613
350,0,0.20351,6.16892
351,100,-116.70244,-104.53559
352,85.77,-91.45042,-87.53744
353,73.564,-75.8873,-75.85109
354,63.096,-67.73465,-65.69686
355,54.117,-55.26574,-56.52723
356,46.416,-49.92927,-48.20531
357,39.811,-40.82505,-41.45538
358,34.145,-34.39555,-36.03625
359,29.286,-31.76948,-33.17093
360,25.119,-26.0495,-26.46666
361,21.544,-22.46921,-23.29128
362,18.478,-20.58145,-20.58165
363,15.849,-17.17291,-16.97693
364,13.594,-15.49999,-15.17532
365,11.659,-12.97225,-13.13458
366,10,-11.35235,-11.02982
367,8.577,-11.41268,-10.93439
368,7.356,-8.87727,-8.19805
369,6.31,-7.5611,-6.68246
370,5.412,-6.94518,-5.61669
371,4.642,-5.82816,-4.09865
372,3.981,-4.87124,-2.42601
373,3.415,-4.41386,-1.85765
374,2.929,-4.10724,-1.37093
375,2.512,-3.43725,-0.33225
376,2.154,-2.37701,1.63115
377,1.848,-2.26217,2.01146
378,1.585,-2.26094,1.93274
379,1.359,-2.10203,2.15529
380,1.166,-1.47573,3.39091
381,1,-1.16466,3.89257
382,0.457,-0.54946,4.92109
383,0.152,0.48275,6.79208
384,0.023,6.96389,8.27476
385,0,5.93611,8.21042
386,100,-108.74467,-98.05061
387,85.77,-91.51387,-85.327
388,73.564,-80.19666,-76.53533
389,63.096,-66.82613,-63.04679
390,54.117,-56.01245,-57.27394
391,46.416,-47.24368,-49.73382
392,39.811,-40.45493,-41.49508
393,34.145,-35.78337,-37.74056
394,29.286,-29.97249,-30.30492
395,25.119,-24.84166,-26.02711
396,21.544,-22.71703,-23.72389
397,18.478,-20.24814,-20.38842
398,15.849,-17.12184,-17.21577
399,13.594,-15.15624,-15.35945
400,11.659,-13.20834,-13.06621
401,10,-11.91617,-11.26354
402,8.577,-9.68955,-9.10973
403,7.356,-8.7516,-7.82313
404,6.31,-7.46538,-6.27773
405,5.412,-6.38494,-4.84083
406,4.642,-5.42865,-3.37055
407,3.981,-4.9558,-3.26833
408,3.415,-4.32945,-1.86005
409,2.929,-3.79264,-0.88138
410,2.512,-3.50698,-0.43968
411,2.154,-2.55487,1.18887
412,1.848,-2.37543,1.56361
413,1.585,-2.22553,1.83936
414,1.359,-1.38796,3.43304
415,1.166,-0.94098,4.17031
416,1,-1.54112,3.24282
417,0.457,-0.93397,4.49533
418,0.152,-0.53784,5.18419
419,0.023,-0.11555,5.55994
420,0,-0.51453,4.93985
421,100,-108.56499,-97.9383
422,85.77,-92.19451,-84.55595
423,73.564,-78.27176,-71.94221
424,63.096,-66.24649,-64.55981
425,54.117,-56.71038,-56.05598
426,46.416,-47.53845,-48.74141
427,39.811,-39.78025,-43.13764
428,34.145,-34.89448,-35.58611
429,29.286,-29.10406,-30.36435
430,25.119,-25.07746,-26.3657
431,21.544,-23.78282,-24.4885
432,18.478,-19.07164,-18.63448
433,15.849,-18.69396,-18.50627
434,13.594,-15.92773,-15.8517
435,11.659,-13.69822,-13.33797
436,10,-11.72045,-11.27998
437,8.577,-9.97574,-9.26667
438,7.356,-8.72369,-8.08568
439,6.31,-7.48261,-6.29507
440,5.412,-6.45174,-5.26908
441,4.642,-5.24596,-3.38367
442,3.981,-5.10148,-2.8035
443,3.415,-4.61523,-2.13563
444,2.929,-3.29719,-0.38429
445,2.512,-3.29431,0.12679
446,2.154,-2.35323,1.62691
447,1.848,-2.84408,0.82062
448,1.585,-2.44706,1.11109
449,1.359,-1.31549,3.4339
450,1.166,-1.8257,2.67444
451,1,-1.13607,4.07348
452,0.457,-1.14627,3.99646
453,0.152,0.19656,6.36841
454,0.023,-0.00197,5.98132
455,0,0.4857,6.59029
456,100,-113.76751,-106.53768
457,85.77,-96.13054,-91.53403
458,73.564,-78.98106,-78.80695
459,63.096,-66.27514,-64.27012
460,54.117,-56.23294,-55.90939
461,46.416,-48.24571,-50.94509
462,39.811,-40.17856,-40.30145
463,34.145,-36.3574,-35.28565
464,29.286,-29.81373,-30.74351
465,25.119,-26.88204,-27.40301
466,21.544,-23.80764,-24.11741
467,18.478,-20.5152,-20.09692
468,15.849,-18.51359,-18.26632
469,13.594,-14.66042,-14.0809
470,11.659,-13.0119,-12.42591
471,10,-11.35276,-11.13748
472,8.577,-10.19956,-9.49905
473,7.356,-9.17647,-8.22863
474,6.31,-7.44821,-6.23572
475,5.412,-6.34527,-4.63055
476,4.642,-6.01879,-4.17012
477,3.981,-5.53951,-3.54946
478,3.415,-4.40283,-1.716
479,2.929,-3.61339,-0.5419
480,2.512,-3.34184,-0.3638
481,2.154,-2.70937,1.16764
482,1.848,-2.67981,0.82213
483,1.585,-1.59073,3.28824
484,1.359,-1.50889,3.57452
485,1.166,-0.96246,4.12761
486,1,-1.56873,3.17857
487,0.457,-0.99075,3.99953
488,0.152,-0.61939,4.94278
489,0.023,0.68174,7.04944
490,0,6.03142,8.26969
491,100,-118.37356,-102.49049
492,85.77,-96.50397,-90.45338
493,73.564,-79.03801,-76.60378
494,63.096,-64.43944,-62.40667
495,54.117,-55.51166,-55.65999
496,46.416,-46.02069,-47.47655
497,39.811,-40.78087,-39.7678
498,34.145,-33.41904,-35.50586
499,29.286,-30.80908,-31.42393
500,25.119,-26.15643,-27.75129
501,21.544,-22.65542,-24.09518
502,18.478,-19.68198,-20.61466
503,15.849,-17.61634,-17.68786
504,13.594,-16.49664,-16.20839
505,11.659,-14.62249,-14.85072
506,10,-11.8568,-11.21291
507,8.577,-10.33317,-9.46215
508,7.356,-8.95261,-8.20381
509,6.31,-6.85752,-5.38675
510,5.412,-6.45297,-5.13015
511,4.642,-5.58152,-3.77809
512,3.981,-4.44109,-1.97434
513,3.415,-4.38337,-2.11898
514,2.929,-3.66203,-0.72793
515,2.512,-4.11251,-1.8416
516,2.154,-2.81551,0.91729
517,1.848,-2.75932,1.02124
518,1.585,-2.37202,1.75891
519,1.359,-1.60198,2.96682
520,1.166,-0.96437,4.509
521,1,-1.2998,3.89431
522,0.457,0.36993,6.5998
523,0.152,0.46587,6.29557
524,0.023,0.55506,6.76069
525,0,0.33305,6.26982
526,100,-112.92031,-103.75955
527,85.77,-94.35506,-92.13469
528,73.564,-81.52721,-80.76008
529,63.096,-66.28669,-65.95025
530,54.117,-55.90004,-55.34107
531,46.416,-47.68581,-48.25895
532,39.811,-41.83558,-43.64312
533,34.145,-34.79653,-34.25881
534,29.286,-31.05816,-30.28615
535,25.119,-26.12439,-28.06185
536,21.544,-23.67657,-24.79855
537,18.478,-19.43392,-20.03177
538,15.849,-16.66018,-17.00383
539,13.594,-15.56458,-15.42345
540,11.659,-12.54647,-12.22608
541,10,-11.89892,-11.31422
542,8.577,-9.81399,-9.23214
543,7.356,-8.41225,-7.22637
544,6.31,-7.74284,-6.80313
545,5.412,-6.59994,-5.28563
546,4.642,-5.76869,-4.37824
547,3.981,-4.6052,-2.04321
548,3.415,-4.05486,-1.23287
549,2.929,-4.02871,-1.24843
550,2.512,-3.42128,-0.36666
551,2.154,-2.88302,0.82811
552,1.848,-2.02917,2.03482
553,1.585,-1.94803,2.55716
554,1.359,-2.22227,2.10535
555,1.166,-1.09535,3.97365
556,1,-1.23531,3.71567
557,0.457,0.02421,5.82273
558,0.152,0.22169,6.22251
559,0.023,0.88285,6.89398
560,0,7.19467,8.45301
561,100,-113.00428,-103.24785
562,85.77,-89.4587,-86.55115
563,73.564,-81.36091,-77.72618
564,63.096,-67.92617,-64.55899
565,54.117,-56.78418,-56.41908
566,46.416,-47.85367,-47.076
567,39.811,-42.87882,-42.84643
568,34.145,-34.82234,-35.89449
569,29.286,-32.59908,-32.45226
570,25.119,-27.38855,-27.41722
571,21.544,-22.10454,-22.08408
572,18.478,-20.8666,-20.50847
573,15.849,-17.34085,-17.24325
574,13.594,-15.20284,-15.1171
575,11.659,-13.15832,-12.76006
576,10,-11.57445,-11.82133
577,8.577,-9.63329,-8.90041
578,7.356,-9.14709,-8.07189
579,6.31,-7.61606,-6.46437
580,5.412,-6.68548,-5.24031
581,4.642,-5.18443,-3.63036
582,3.981,-5.21324,-3.40962
583,3.415,-3.79932,-0.87828
584,2.929,-3.37933,0.03717
585,2.512,-3.05353,0.26509
586,2.154,-2.67699,0.99527
587,1.848,-2.61027,1.18676
588,1.585,-2.17525,2.23388
589,1.359,-1.67843,2.87393
590,1.166,-1.42511,3.47922
591,1,-1.38563,3.59312
592,0.457,-0.60906,4.96114
593,0.152,2.42114,8.48972
594,0.023,2.64912,7.80499
595,0,1,6.91054
596,100,-113.89343,-101.99066
597,85.77,-92.06741,-87.62947
598,73.564,-78.99207,-76.46665
599,63.096,-67.3845,-67.61468
600,54.117,-57.18356,-58.67272
601,46.416,-48.25273,-48.5786
602,39.811,-39.95488,-40.96285
603,34.145,-35.50521,-36.70395
604,29.286,-31.01773,-31.2127
605,25.119,-25.85002,-26.79145
606,21.544,-21.7111,-21.78254
607,18.478,-20.10763,-20.23632
608,15.849,-18.04283,-18.45936
609,13.594,-14.12604,-14.32515
610,11.659,-12.79037,-12.79821
611,10,-12.00801,-11.83673
612,8.577,-9.49922,-8.73468
613,7.356,-8.72304,-8.10438
614,6.31,-7.35917,-6.20771
615,5.412,-6.33225,-4.8936
616,4.642,-5.62415,-3.66159
617,3.981,-5.27346,-3.57853
618,3.415,-4.32777,-1.67004
619,2.929,-3.39343,-0.04873
620,2.512,-3.44636,-0.14023
621,2.154,-2.81501,0.81043
622,1.848,-2.47465,1.32792
623,1.585,-1.74574,2.85208
624,1.359,-1.61517,2.9855
625,1.166,-1.59198,3.21961
626,1,-1.74814,2.87855
627,0.457,-0.84216,4.56599
628,0.152,0.11276,5.85042
629,0.023,0.08079,6.35705
630,0,-0.64152,4.80872
631,100,-111.35151,-102.48866
632,85.77,-96.45887,-89.58553
633,73.564,-82.53469,-80.15036
634,63.096,-65.69313,-64.41417
635,54.117,-58.83132,-58.08221
636,46.416,-49.76808,-50.89032
637,39.811,-39.67372,-41.9612
638,34.145,-32.16654,-33.19839
639,29.286,-31.70652,-32.68108
640,25.119,-25.32114,-25.97074
641,21.544,-22.52005,-23.49952
642,18.478,-20.04945,-19.8654
643,15.849,-18.28736,-18.23514
644,13.594,-14.71439,-14.96098
645,11.659,-13.79362,-13.1988
646,10,-11.51801,-10.82057
647,8.577,-10.33815,-9.76328
648,7.356,-7.84063,-6.88454
649,6.31,-6.91686,-5.87309
650,5.412,-6.55377,-5.08505
651,4.642,-5.56525,-3.85186
652,3.981,-4.87155,-2.61528
653,3.415,-3.88467,-1.33049
654,2.929,-4.08562,-1.31583
655,2.512,-3.67267,-0.60237
656,2.154,-2.42015,1.34144
657,1.848,-3.20203,0.12142
658,1.585,-1.62968,3.23397
659,1.359,-1.73051,2.88894
660,1.166,-1.27271,3.69634
661,1,-1.96183,2.31219
662,0.457,-0.67976,4.72094
663,0.152,-0.54247,4.98537
664,0.023,1.66424,7.39793
665,0,0.20247,6.2476
666,100,-109.60642,-100.39878
667,85.77,-93.61251,-88.55065
668,73.564,-80.42544,-78.00966
669,63.096,-67.77643,-66.15312
670,54.117,-57.74735,-57.12294
671,46.416,-46.66606,-49.56356
672,39.811,-39.3967,-40.81423
673,34.145,-37.36782,-37.93067
674,29.286,-32.24178,-32.43114
675,25.119,-26.05802,-27.04771
676,21.544,-21.97038,-22.48855
677,18.478,-19.51529,-20.20475
678,15.849,-17.68039,-17.64547
679,13.594,-15.64215,-15.88107
680,11.659,-13.37312,-12.83168
681,10,-10.91545,-10.57077
682,8.577,-10.42915,-9.56963
683,7.356,-9.08621,-8.34637
684,6.31,-7.66603,-6.55153
685,5.412,-6.50617,-5.09693
686,4.642,-6.0551,-4.52792
687,3.981,-4.19308,-1.25078
688,3.415,-4.4525,-1.8015
689,2.929,-3.68594,-0.73421
690,2.512,-3.64885,-0.66582
691,2.154,-2.87597,0.53827
692,1.848,-2.14308,2.10566
693,1.585,-1.94758,2.6312
694,1.359,-1.49967,3.42442
695,1.166,-2.10577,2.24879
696,1,-1.33496,3.57749
697,0.457,-0.66915,4.6176
698,0.152,0.3155,6.52936
699,0.023,0.11476,6.05601
700,0,2.08295,7.83069
